kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,aciklama,solusyon_fatura,bidon_acilisi,uts_no
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2922,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2923,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2924,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2925,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2926,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2927,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2928,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2929,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2930,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2931,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2932,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2933,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2934,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2935,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2936,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2937,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2938,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2939,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2940,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2941,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2942,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2943,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2944,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2945,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2946,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2947,,,,,,,
KARTUS,DEĞİŞİM,2023/91,2023-07-29,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,,ANKARA,,KARTUŞ,,2023/07-2948,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2949,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2950,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2951,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2952,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2953,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2954,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2955,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2956,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2957,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2958,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2959,,,,,,,
KARTUS,YURTDIŞI,2023/92,2023-08-02,SEMERKANT,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-2960,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2961,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2962,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2963,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2964,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2965,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2966,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2967,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2968,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2969,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2970,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2971,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2972,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2973,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2974,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2975,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2976,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2977,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2978,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2979,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2980,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2981,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2982,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2983,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2984,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2985,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2986,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2987,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2988,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2989,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2990,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2991,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2992,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2993,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2994,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2995,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2996,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2997,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2998,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-2999,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3000,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3001,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3002,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3003,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3004,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3005,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3006,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3007,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3008,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3009,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3010,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3011,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3012,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3013,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3014,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3015,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3016,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3017,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3018,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3019,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3020,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3021,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3022,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3023,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3024,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3025,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3026,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3027,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3028,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3029,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3030,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3031,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3032,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3033,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3034,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3035,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3036,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3037,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3038,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3039,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3040,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3041,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3042,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3043,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3044,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3045,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3046,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3047,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3048,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3049,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3050,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3051,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3052,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3053,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3054,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3055,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3056,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3057,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3058,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3059,,,,,,,
KARTUS,YURTDIŞI,2023/93,2023-08-10,ROMANYA,,ROMANYA,,KARTUŞ,,2023/07-3060,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3061,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3062,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3063,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3064,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3065,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3066,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3067,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3068,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3069,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3070,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3071,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3072,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3073,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3074,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3075,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3076,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3077,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3078,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3079,,,,,,,
KARTUS,YURTDIŞI,2023/94,2023-08-11,ŞAFAK MEDİKAL,,AĞRI,,KARTUŞ,,2023/07-3080,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3081,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3082,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3083,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3084,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3085,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3086,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3087,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3088,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3089,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3090,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3091,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3092,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3093,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3094,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3095,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3096,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3097,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3098,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3099,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3100,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3101,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3102,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3103,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3104,,,,,,,
