kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,uts_no
HIDROJEN PEROKSIT,YURTDIŞI,2022/168,10/12/2022,UKRAYNA,UKRAYNA,UKRAYNA,GOLDBERG GP 80,80 LT TEK KAPILI PLAZMA CİHAZI,80 LT,2022/04-019,5,10/17/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/175,6/18/2022,NICU,ROMANYA,ROMANYA,GP 135 D,135 LT ÇİFT KAPILI PLAZMA CİHAZI,135 LT,2022/04-012,122,10/18/2022,,
HIDROJEN PEROKSIT,ÖZEL,2022/176,4/27/2023,MNR MEDİKAL,ŞANLIURFA EĞİTİM VE ARAŞTIRMA HASTANESİ,ŞANLIURFA,GP 135 S,135 LT  TEK KAPILI PLAZMA CİHAZI,135 LT,2022/04-024,31,5/28/2023,,
HIDROJEN PEROKSIT,ÖZEL,2022/232,5/12/2022,YELKEN ÖZEL EĞİTİM TIBBİ MALZEME TİC. A.Ş.,BATMAN BATIGÖZ HASTANESİ,BATMAN,GP 120,120 LT ÇİFT KAYAR KAPILI PLAZMA CİHAZI,120 LT,2022/04-008,30,6/11/2022,,
HIDROJEN PEROKSIT,DMO,2022/233,5/11/2022,DMO,GAZİ ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,ANKARA,GP 160,160 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2022/04-009,60,7/10/2022,,
HIDROJEN PEROKSIT,DMO,2022/234,5/11/2022,DMO,GAZİ ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,ANKARA,GP 160,160 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2022/04-010,60,7/10/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/241,6/8/2022,KONGO,KONGO,KONGO,GP 160 D,160 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2022/04-011,7,6/15/2022,,
HIDROJEN PEROKSIT,DMO,2022/302,7/7/2022,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,GOLBERG GP 120,120 LT TEK KAPILI PLAZMA CİHAZI,120 LT,2022/04-013,60,9/5/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/325,8/17/2022,FAS,FAS,FAS,GOLBERG GP 120,120 LT TEK KAPILI PLAZMA CİHAZI,120 LT,2022/04-014,22,9/8/2022,,
HIDROJEN PEROKSIT,ÖZEL,2022/330,4/8/2022,BAHÇEŞEHİR ÜNİVERSİTESİ,BAHÇEŞEHİR ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,İSTANBUL,GOLBERG GP 120,120 LT TEK KAPILI PLAZMA CİHAZI,120 LT,2022/04-015,42,5/20/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/340,9/12/2022,ROMANYA - NİCU,ROMANYA,ROMANYA,GOLDBERG GP 160,160 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2022/04-016,42,10/24/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/341,9/12/2022,ROMANYA - NİCU,ROMANYA,ROMANYA,GOLDBERG GP 160,160 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2022/04-017,42,10/24/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/362,9/24/2022,IRAK - MERİVAN,IRAK,IRAK,GOLDBERG GP 120 S,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2022/04-018,30,10/24/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/406,10/25/2022,CEZAYİR,CEZAYİR,CEZAYİR,GOLDBERG GP 120,120 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2022/04-020,25,11/19/2022,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/412,10/25/2022,ROMANYA - NİCU,ROMANYA,ROMANYA,GOLDBERG GP 160,160 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2022/04-021,26,11/20/2022,,
HIDROJEN PEROKSIT,DMO,2022/471,11/18/2022,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,BURDUR DEVLET HASTANESİ,BURDUR,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2022/04-023,64,1/21/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/074,11/13/2023,BANGLADEŞ,BANGLADEŞ,BANGLADEŞ,GOLDBERG GP 200,200 LT ÇİFT KAPILI PLAZMA CİHAZI,200 LT,2023/04-012,30 gün,11/25/2023,,
HIDROJEN PEROKSIT,İHALE,2022/177,12/7/2023,ÇANAKKALE 18 MART ÜNİVERSİTESİ ,ÇANAKKALE 18 MART ÜNİVERSİTESİ ,ÇANAKKALE,GOLDBERG GP 135,135 LT TEK KAPILI PLAZMA CİHAZI,135 LT,2023/04-014,30 gün,12/20/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/243,11/8/2023,SERVICIOS BIOMEDICIOS AROTINCO S.A.C.,LIMA- PERU,PERU,GOLDBERG GP 160,160 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-009,30 gün,10/13/2023,,
HIDROJEN PEROKSIT,ÖZEL,2022/484,2/18/2023,ÖZEL LOKMAN HEKİM ESNAF HASTANESİ,FETHİYE ÖZEL LOKMAN HEKİM ESNAF HASTANESİ,MUĞLA,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-001,30 gün,2/28/2023,,
HIDROJEN PEROKSIT,ÖZEL,2022/508,2/16/2023,ALYANS MEDİKAL,AZERBAYCAN,AZERBAYCAN,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-002,30 gün,2/28/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2023/142,4/6/2023,CASPİAN MEDİKAL SAN. VE TİC. LTD. ŞTİ.,AZERBAYCAN,AZERBAYCAN,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-003,30 gün,7/5/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2023/189,5/10/2023,CEZAYİR,CEZAYİR,CEZAYİR,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-004,30 gün,6/10/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2023/237,7/3/2023,ARNAVUTLUK,ARNAVUTLUK,ARNAVUTLUK,GOLDBERG GP 120,120 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-005,30 gün,7/23/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2023/249,8/31/2023,IRAK,IRAK,IRAK,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-006,30 gün,9/4/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2023/250,10/26/2023,AZERBAYCAN,AZERBAYCAN,AZERBAYCAN,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-008,30 gün,12/10/2023,,
HIDROJEN PEROKSIT,ÖZEL,2023/251,7/17/2023,ÇELİK İNŞAAT EMLAK TAAHÜT TİC. LTD. ŞTİ,İNÖNÜ ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ HASTANESİ,MALATYA,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-007,30 gün,8/31/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2023/400,11/3/2023,KİNG FAİSAL HOSPİTAL ,RWANDA,RWANDA,GOLDBERG GP 160,160 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-010,30 gün,12/15/2023,,
HIDROJEN PEROKSIT,DMO,2023/401,11/9/2023,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY ÜNİVERSİTESİ İDARİ VE MALİ İŞLER DAİRESİ BAŞKANLIĞI,BURDUR,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-011,30 gün,1/8/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2023/432,12/5/2023,MODERN AYDIN MEDİKAL -MERİVAN,IRAK,IRAK,GOLDBERG GP 135,135 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2023/04-013,30 gün,12/5/2023,,
HIDROJEN PEROKSIT,YURTDIŞI,2024/141,2/8/2024,CEZAYİR,CEZAYİR,CEZAYİR,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-001,60 GÜN,3/8/2024,,
HIDROJEN PEROKSIT,DMO,2024/142,1/16/2024,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BURSA İL SAĞLIK MÜDÜRLÜĞÜ (ALİ OSMAN SÖZMEZ ONKOLOJİ HAST.),BURSA,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-002,60 GÜN,3/9/2024,,
HIDROJEN PEROKSIT,DMO,2024/143,1/16/2024,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BURSA İL SAĞLIK MÜDÜRLÜĞÜ (ALİ OSMAN SÖZMEZ ONKOLOJİ HAST.),BURSA,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-003,60 GÜN,3/10/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2024/144,3/6/2024,NİCU,ROMANYA,ROMANYA,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-004,60 GÜN,3/11/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2024/152,5/8/2024,MERİVAN- MODERN MEDİKAL,IRAK,IRAK,GOLDBERG GP 160,160 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2024/04-028,60 GÜN,6/10/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/071,5/8/2024,MERİVAN- MODERN MEDİKAL,IRAK,IRAK,GOLDBERG GP 160,160 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2024/04-030,60 GÜN,6/10/2024,,
HIDROJEN PEROKSIT,ÖZEL,2022/072,7/26/2024,KÜTAHYA EVLİYA ÇELEBİ EĞİTİM VE ARAŞTIRMA HASTANESİ,KÜTAHYA EVLİYA ÇELEBİ EĞİTİM VE ARAŞTIRMA HASTANESİ,KÜTAHYA,GOLDBERG GP 160,160 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,160 LT,2024/04-031,60 GÜN,8/1/2024,KASET KARŞILIĞI GÖNDERİLMİŞTİR.,
HIDROJEN PEROKSIT,YURTDIŞI,2022/179,5/8/2024,MERİVAN- MODERN MEDİKAL,IRAK,IRAK,GOLDBERG GP 135,135 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,135 LT,2024/04-024,60 GÜN,6/10/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2022/178,3/27/2024,CEZAYİR,CEZAYİR,CEZAYİR,GOLDBERG GP 135 D,135 LT ÇİFT KAPILI PLAZMA STERİLİZATÖR,135 LT,2024/04-005,60 GÜN,4/17/2024,,
HIDROJEN PEROKSIT,ÖZEL,2024/277,5/2/2024,BİOKAN MEDİKAL,BİOKAN MEDİKAL,KAYSERİ,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-038,60 GÜN,4/18/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2024/212,5/8/2024,MERİVAN- MODERN MEDİKAL,IRAK,IRAK,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-014,60 GÜN,6/10/2024,,
HIDROJEN PEROKSIT,İHALE,2024/213,7/16/2024,ÇANAKKALE İL SAĞLIK MÜDÜRLÜĞÜ,ÇANAKKALE BİGA DEVLET HASTANESİ,ÇANAKKALE,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-015,60 GÜN,8/15/2024,GAZ KASETİ KARŞILIĞI GÖNDERİLMİŞTİR.,
HIDROJEN PEROKSIT,DMO,2024/214,7/19/2024,DMO MERSİN İRTİBAT BÜROSU,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İDARİ VE MALİ İŞLER DAİRE BAŞKANLIĞI,KARAMAN,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-016,60 GÜN,9/17/2024,,
HIDROJEN PEROKSIT,DMO,2024/215,9/30/2024,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,OSMANİYE İL SAĞLIK MÜDÜRLÜĞÜ- DÜZİÇİ DEVLET HASTANESİ,OSMANİYE,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-006,65 GÜN,12/4/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2024/227,5/8/2024,MERİVAN- MODERN MEDİKAL,IRAK,IRAK,GOLDBERG GP 120,120 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-036,60 GÜN,6/10/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2024/228,5/8/2024,MERİVAN- MODERN MEDİKAL,IRAK,IRAK,GOLDBERG GP 135,135 LT ÇİFT KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,135 LT,2024/04-037,60 GÜN,6/10/2024,,
HIDROJEN PEROKSIT,YURTDIŞI,2024/211,8/3/2024,MME LLC,UKRAYNA,UKRAYNA,GOLDBERG GP 120,120 LT TEK KAPILI HİDROJEN PEROKSİT PLAZMA CİHAZI,120 LT,2024/04-013,60 GÜN,6/11/2024,,
REVERSE OSMOS ,ÖZEL,,,BEZMİALEM VAKIF ÜNİVERSİTESİ,BEZMİALEM VAKIF ÜNİVERSİTESİ,İSTANBUL,PREMİUM 240,,500 LT,2018/08-001,,,,
REVERSE OSMOS ,ÖZEL,,,BÜYÜKÇEKMECE DEVLET HASTANESİ,BÜYÜKÇEKMECE DEVLET HASTANESİ,İSTANBUL,PREMİUM 440,,1000 LT,2018/08-002,,,,
REVERSE OSMOS ,,,,FOÇA DEVLET HASTANESİ,FOÇA DEVLET HASTANESİ,İZMİR,PREMİUM 240,,500 LT,2018/08-003,,,,
REVERSE OSMOS ,,,,Gemlik Devlet Hastanesi,Gemlik Devlet Hastanesi,bursa,PREMİUM 440,,1000 LT,2018/08-004,,,,
REVERSE OSMOS ,YURTDIŞI,2018/186,21.06.2018,SİMAD ÜNİVERSİTESİ,SİMAD ÜNİVERSİTESİ,SOMALİ,PREMİUM 140,,250 LT,2018/08-005,,,,
REVERSE OSMOS ,ÖZEL,,28.06.2018,METRONİKS MEDİKAL,AKSARAY EĞİTİM ARAŞTIRMA HASTANESİ,,PREMIUM 840 LT,,2000 LT,2018/08-006,,,,
REVERSE OSMOS ,ÖZEL,2018/203,30.06.2018,CENTRIUM TÜP BEBEK MERKEZİ,CENTRIUM TÜP BEBEK MERKEZİ,ANKARA,PREMİUM 240,,500 LT,2018/08-007,,,,
REVERSE OSMOS ,YURTDIŞI,2018/295,19.09.2018,RAWAAT-ALMAJARRA COMPANY,RAWAAT-ALMAJARRA COMPANY,IRAK,PREMİUM 240,,500 LT,2018/08-008,,,,
REVERSE OSMOS ,YURTDIŞI,2018/310,13.11.2018,SHORESH ENTERPRISE,SHORESH ENTERPRISE,SİNGAPUR,PREMİUM 40,,40 LT,2018/08-009,,,,
REVERSE OSMOS ,YURTDIŞI,2018/311,13.11.2018,SHORESH ENTERPRISE,SHORESH ENTERPRISE,SİNGAPUR,PREMİUM 40,,40 LT,2018/08-010,,,,
REVERSE OSMOS ,İHALE,2018/314,14.11.2018,KOCAELİ ÜNİVERSİTESİ BAP KOORDİNASYON BİRİMİ,KOCAELİ ÜNİVERSİTESİ BAP KOORDİNASYON BİRİMİ,KOCAELİ,PREMİUM 140,,250 LT,2018/08-011,60 GÜN,,,
REVERSE OSMOS ,İHALE,2018/349,1.12.2018,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ,ALANYA,PREMİUM 440,,1000 LT,2018/08-012,20 GÜN,,,
REVERSE OSMOS ,İHALE,2018/350,1.12.2018,NUH NACİ YAZGAN ÜNİVERSİTESİ,NUH NACİ YAZGAN ÜNİVERSİTESİ,KAYSERİ,PREMİUM 440,,1000 LT,2018/08-013,30 GÜN,,,
REVERSE OSMOS ,YURTDIŞI,2018/351,6.12.2018,SHİNYAR COMPANY FOR GENERAL CONSTRUCTİON LTD,SHİNYAR COMPANY FOR GENERAL CONSTRUCTİON LTD,IRAK,PREMİUM 440,,1000 LT,2018/08-014,,,,
REVERSE OSMOS ,İHALE,2019/105,27.04.2019,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA,PREMIUM 240,,500 LT,2019/08-001,37,3.06.2019,,
REVERSE OSMOS ,İHALE,2019/106,27.04.2019,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA,PREMIUM 240,,500 LT,2019/08-002,37,3.06.2019,,
REVERSE OSMOS ,YURTDIŞI,2019/165,9.07.2019,EKVATOR,EKVATOR,EKVATOR,PREMIUM 140,,250 LT,2019/08-003,-35,4.06.2019,,
REVERSE OSMOS ,YURTDIŞI,2019/166,9.07.2019,EKVATOR,EKVATOR,EKVATOR,PREMIUM 140,,250 LT,2019/08-004,-34,5.06.2019,,
REVERSE OSMOS ,ÖZEL,2019/173,16.07.2019,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,PREMIUM 240,,500 LT,2019/08-005,16,1.08.2019,,
REVERSE OSMOS ,ÖZEL,2019/184,29.07.2019,ÖZEL HUZUR SAĞLIK HİZMETLERİ LTD.ŞTİ.,İSTANBUL DAYIOĞLU TIP MERKEZİ,İSTANBUL,PREMIUM 140,,250 LT,2019/08-006,96,2.11.2019,,
REVERSE OSMOS ,ÖZEL,2019/337,31.12.2019,A HOSPİTAL,A HOSPİTAL,İSTANBUL,PREMIUM 240,,500 LT,2019/08-007,0,31.12.2019,,
REVERSE OSMOS ,ÖZEL,2019/338,31.12.2019,ETİMESGUT DEVLET HASTANESİ,ETİMESGUT DEVLET HASTANESİ,ANKARA,PREMIUM 2340,,750 LT,2019/08-008,1,1.01.2020,,
REVERSE OSMOS ,ÖZEL,2019/339,31.12.2019,KARŞIYAKA ADSM,KARŞIYAKA ADSM,İZMİR,PREMIUM 240,,500 LT,2019/08-009,2,2.01.2020,,
REVERSE OSMOS ,ÖZEL,2019/340,31.12.2019,ŞARKÖY DEVLET HASTANESİ,ŞARKÖY DEVLET HASTANESİ,EDİRNE,PREMIUM 140,,250 LT,2019/08-010,3,3.01.2020,,
REVERSE OSMOS ,,,,ANKARA ÜNİVERSİTESİ,ANKARA ÜNİVERSİTESİ,ANKARA,PREMIUM 340,,750 LT,2019/08-011,,4.01.2020,,
REVERSE OSMOS ,ÖZEL,2020/032,6.01.2020,RADON TIBBİ MALZEMELER İTH.İHR.TİC.LTD.ŞTİ.,RADON TIBBİ MALZEMELER İTH.İHR.TİC.LTD.ŞTİ.,ANKARA,PREMİUM 140,,250 LT/SAAT,2020/08-001,56,2.03.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/045,3.02.2020,MED İNSPİRE TEKNOLOGİES,MED İNSPİRE TEKNOLOGİES,ÖZBEKİSTAN,PREMIUM 240,,500 LT,2020/08-002,29,3.03.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/104,17.03.2020,ZARMED HOSPİTAL,ZARMED HOSPİTAL,ÖZBEKİSTAN,PREMIUM 240,,500 LT,2020/08-003,25,11.04.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/108,17.03.2020,AL AZHER PRİVATE HOSPİTAL,AL AZHER PRİVATE HOSPİTAL,IRAK,PREMIUM 2340,,750 LT,2020/08-004,30,16.04.2020,,
REVERSE OSMOS ,ÖZEL,2020/114,31.03.2020,NEVŞEHİR ADSM,NEVŞEHİR ADSM,NEVŞEHİR,PREMIUM 240,,500 LT,2020/08-005,30,30.04.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/117,31.03.2020,NİCU,NİCU,ROMANYA,PREMİUM 140,,250 LT/SAAT,2020/08-006,20,20.04.2020,,
REVERSE OSMOS ,HİBE,2020/183,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,PREMİUM 140,,250 LT/SAAT,2020/08-007,11,10.05.2020,,
REVERSE OSMOS ,HİBE,2020/184,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,PREMİUM 140,,250 LT/SAAT,2020/08-008,11,10.05.2020,,
REVERSE OSMOS ,HİBE,2020/185,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE  SAHRA HASTANESİ,İSTANBUL,PREMİUM 140,,250 LT/SAAT,2020/08-009,11,10.05.2020,,
REVERSE OSMOS ,HİBE,2020/186,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE  SAHRA HASTANESİ,İSTANBUL,PREMİUM 140,,250 LT/SAAT,2020/08-010,11,10.05.2020,,
REVERSE OSMOS ,HİBE,2020/187,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,DERİNCE  SAHRA HASTANESİ,İSTANBUL,PREMİUM 140,,250 LT/SAAT,2020/08-011,11,10.05.2020,,
REVERSE OSMOS ,HİBE,2020/188,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,PREMİUM 640,,PREMİUM 640,2020/08-012,11,10.05.2020,,
REVERSE OSMOS ,HİBE,2020/189,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,SANCAKTEPE  SAHRA HASTANESİ,İSTANBUL,PREMİUM 840,,2000 LT/SAAT,2020/08-013,11,10.05.2020,,
REVERSE OSMOS ,HİBE,2020/190,29.04.2020,DMO GENEL MÜDÜRLÜĞÜ,DERİNCE  SAHRA HASTANESİ,İSTANBUL,PREMİUM 840,,2000 LT/SAAT,2020/08-014,11,10.05.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/194,30.05.2020,3G COM,3G COM,FAS,PREMİUM 140,,250 LT/SAAT,2020/08-015,16,15.06.2020,,
REVERSE OSMOS ,ÖZEL,2020/261,22.06.2020,SANCAKTEPE ŞEHİT PROF.DR.İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,SANCAKTEPE ŞEHİT PROF.DR.İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,PREMIUM 1500,,1500 LT/SAAT,2020/08-016,3,25.06.2020,,
REVERSE OSMOS ,ÖZEL,2020/262,25.06.2020,İSTANBUL BAKIRKÖY DR.SADİ KONUK EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL BAKIRKÖY DR.SADİ KONUK EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL BAKIRKÖY DR.SADİ KONUK EĞİTİM VE ARAŞTIRMA HASTANESİ,PREMIUM 1500,,1500 LT/SAAT,2020/08-017,0,25.06.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/267,4.07.2020,NİCU,NİCU,ROMANYA,PREMIUM 240,,500 LT,2020/08-018,32,5.08.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/268,4.07.2020,NİCU,NİCU,ROMANYA,PREMIUM 240,,500 LT,2020/08-019,32,5.08.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/269,4.07.2020,NİCU,NİCU,ROMANYA,PREMIUM 240,,500 LT,2020/08-020,32,5.08.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/286,14.07.2020,DİATECH SA,DİATECH SA,ÖZBEKİSTAN,PREMIUM 750,,750 LT/SAAT,2020/08-021,23,6.08.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/287,14.07.2020,DİATECH SA,DİATECH SA,ÖZBEKİSTAN,PREMIUM 750,,750 LT/SAAT,2020/08-022,24,7.08.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/289,18.07.2020,NİCU,NİCU,ROMANYA,PREMIUM 240,,500 LT,2020/08-023,30,17.08.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/305,18.07.2020,NİCU,NİCU,ROMANYA,PREMIUM 340,,750 LT,2020/08-024,30,17.08.2020,,
REVERSE OSMOS ,YURTDIŞI,2020/355,1.10.2020,NİCU,NİCU,ROMANYA,PREMİUM 140,,250 LT/SAAT,2020/08-025,19,20.10.2020,,
REVERSE OSMOS ,HİBE,2020/364,9.10.2020,BATMAN KADIN DOĞUM HASTANESİ,BATMAN KADIN DOĞUM HASTANESİ,BATMAN,PREMIUM 2340,,750 LT,2020/08-026,11,20.10.2020,,
REVERSE OSMOS ,SATIŞ,2020/365,9.10.2020,İSTANBUL ÜNİVERSİTESİ ÇAPA TIP FAKÜLTESİ,İSTANBUL ÜNİVERSİTESİ ÇAPA TIP FAKÜLTESİ,İSTANBUL,PREMIUM 2340,,750 LT,2020/08-027,11,20.10.2020,,
REVERSE OSMOS ,SATIŞ,2020/366,13.10.2020,RADON TIBBİ MALZEMELER İTH.İHR.TİC.LTD.ŞTİ.,RADON TIBBİ MALZEMELER İTH.İHR.TİC.LTD.ŞTİ.,ANKARA,PREMİUM 140,,250 LT/SAAT,2020/08-028,7,20.10.2020,,
REVERSE OSMOS ,SATIŞ,2020/393,20.10.2020,ERC ESTETİK,ERC ESTETİK,İSTANBUL,PREMIUM 250,,250 LT/SAAT,2020/08-029,20,9.11.2020,,
REVERSE OSMOS ,ÖZEL,2020/397,2.11.2020,KAPADOKYA ÜNİVERSİTESİ,KAPADOKYA ÜNİVERSİTESİ,NEVŞEHİR,PREMİUM 840,,2000 LT/SAAT,2020/08-030,2,4.11.2020,,
REVERSE OSMOS ,ÖZEL,2020/407,6.11.2020,BULGARİSTAN,BULGARİSTAN,BULGARİSTAN,PREMİUM 140,,250 LT/SAAT,2020/08-031,20,26.11.2020,,
REVERSE OSMOS ,ÖZEL,2020/483,16.11.2020,ÖZEL VATAN HASTANESİ,ÖZEL VATAN HASTANESİ,KAHRAMANMARAŞ,PREMIUM 340,,750 LT,2020/08-032,14,30.11.2020,,
