kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,aciklama,solusyon_fatura,bidon_acilisi
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2061,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2062,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2063,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2064,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2065,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2066,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2067,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2068,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2069,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2070,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2071,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2072,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2073,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2074,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2075,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2076,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2077,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2078,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2079,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2080,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2081,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2082,,,,,
KARTUS,ÖZEL,2024/68,2024-05-13 00:00:00,SAMANDAĞ DEVLET HASTANESİ,,HATAY,,KARTUŞ,,2024/07-2083,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2084,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2085,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2086,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2087,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2088,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2089,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2090,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2091,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2092,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2093,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2094,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2095,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2096,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2097,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2098,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2099,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2100,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2101,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2102,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2103,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2104,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2105,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2106,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2107,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2108,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2109,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2110,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2111,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2112,,,,,
KARTUS,ÖZEL,2024/57,2024-05-13 00:00:00,KARS HARAKANİ DEVLET HASTANESİ,,KARS,,KARTUŞ,,2024/07-2113,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2114,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2115,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2116,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2117,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2118,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2119,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2120,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2121,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2122,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2123,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2124,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2125,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2126,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2127,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2128,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2129,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2130,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2131,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2132,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2133,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2134,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2135,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2136,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2137,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2138,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2139,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2140,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2141,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2142,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2143,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2144,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2145,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2146,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2147,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2148,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2149,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2150,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2151,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2152,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2153,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2154,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2155,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2156,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2157,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2158,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2159,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2160,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2161,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2162,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2163,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2164,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2165,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2166,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2167,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2168,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2169,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2170,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2171,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2172,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2173,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2174,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2175,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2176,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2177,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2178,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2179,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2180,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2181,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2182,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2183,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2184,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2185,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2186,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2187,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2188,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2189,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2190,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2191,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2192,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2193,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2194,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2195,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2196,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2197,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2198,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2199,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2200,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2201,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2202,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2203,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2204,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2205,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2206,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2207,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2208,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2209,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2210,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2211,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2212,,,,,
KARTUS,YURTDIŞI,2024/69,2024-05-13 00:00:00,IRAK-MERİVAN,,IRAK,,KARTUŞ,,2024/07-2213,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2214,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2215,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2216,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2217,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2218,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2219,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2220,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2221,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2222,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2223,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2224,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2225,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2226,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2227,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2228,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2229,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2230,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2231,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2232,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2233,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2234,,,,,
KARTUS,ÖZEL,2024/70,2024-05-21 00:00:00,ÖZEL LOKMAN HEKİM İSTANBUL HASTANESİ,,İSTANBUL,,KARTUŞ,,2024/07-2235,,,,,
