kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparisin_durumu,irsaliye_tarihi
yikama,YURTDIŞI,2022/270,2023-02-15,GET SARL,BENİN,BENİN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-010,65 GÜN,2023-03-07 00:00:00,,
yikama,YURTDIŞI,2022/271,2023-02-15,GET SARL,BENİN,BENİN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-011,65 GÜN,2023-03-07 00:00:00,,
yikama,YURTDIŞI,2023/054,2023-02-15,GET SARL,BENİN,BENİN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-012,65 GÜN,2023-03-07 00:00:00,,
yikama,DMO,2023/055,2023-02-20,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,DÜZCE ATATÜRK DEVLET HASTANESİ,DÜZCE,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-013,65 GÜN,2023-04-26 00:00:00,,
yikama,DMO,2023/056,2023-02-23,DMO VAN İRTİBAT BÜROSU,HAKKARİ İL SAĞLIK MÜDÜRLÜĞÜ - YÜKSEKOVA DEVLET HASTANESİ,HAKKARİ,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-014,65 GÜN,2023-04-29 00:00:00,,
yikama,DMO,2023/069,2023-02-23,DMO MERSİN İRTİBAT BÜROSU,ŞANLIURFA İL SAĞLIK MÜDÜRLÜĞÜ -ŞANLIURFA ADSM,ŞANLIURFA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-015,65 GÜN,2023-04-29 00:00:00,,
yikama,DMO,2023/070,2023-02-23,DMO MERSİN İRTİBAT BÜROSU,ŞANLIURFA İL SAĞLIK MÜDÜRLÜĞÜ -ŞANLIURFA ADSM,ŞANLIURFA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-016,65 GÜN,2023-04-29 00:00:00,,
yikama,DMO,2023/057,2023-02-28,DMO MERSİN İRTİBAT BÜROSU,NİĞDE DEVLET HASTANESİ (DEFNE-HATAY),HATAY,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-017,65 GÜN,2023-05-04 00:00:00,,
yikama,DMO,2023/071,2023-02-27,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA AKYURT DEVLET HASTANESİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-018,65 GÜN,2023-05-03 00:00:00,,
yikama,DMO,2023/058,2023-03-09,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,SAMSUN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-019,65 GÜN,2023-05-13 00:00:00,,
yikama,YURTDIŞI,2023/059,2023-04-06,CASPİAN MEDİKAL SAN VE TİC. LTD. ŞTİ.,AZERBAYCAN,AZERBAYCAN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-020,30 GÜN,2023-05-06 00:00:00,,
yikama,YURTDIŞI,2023/060,2023-04-06,ALTHIQALAYN HOSPİTAL,IRAK,IRAK,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-021,90 GÜN,2023-05-06 00:00:00,,
yikama,YURTDIŞI,2022/082,2022-01-06,ALTHIQALAYN HOSPİTAL,IRAK,IRAK,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-022,90 GÜN,2023-07-05 00:00:00,,
yikama,YURTDIŞI,2023/061,2023-04-06,ALTHIQALAYN HOSPİTAL,IRAK,IRAK,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-023,90 GÜN,2023-05-06 00:00:00,,
yikama,DMO,2023/073,2023-04-14,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BARTIN İL SAĞLIK MÜDÜRLÜĞÜ -BARTIN DEVLET HASTANESİ,BARTIN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-024,65 GÜN,2023-06-18 00:00:00,,
yikama,ÖZEL,2023/074,2023-04-25,NECMETTİN ERBAKAN ÜNİVERSİTESİ,NECMETTİN ERBAKAN ÜNİVERSİTESİ -DİŞ HEKİMLİĞİ FAKÜLTESİ,KONYA,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-025,65 GÜN,2023-05-25 00:00:00,,
yikama,DMO,2023/075,2023-05-02,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,ANTALYA BİLİM ÜNİVERSİTESİ,ANTALYA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-026,65 GÜN,2023-07-06 00:00:00,,
yikama,YURTDIŞI,2023/076,2023-05-10,CEZAYİR,CEZAYİR,CEZAYİR,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-027,65 GÜN,2023-06-10 00:00:00,,
yikama,DMO,2023/077,2023-05-12,DMO DİYARBAKIR İRTİBAT BÜROSU,DİYARBAKIR ÇERMİK DEVLET HASTANESİ,DİYARBAKIR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-028,65 GÜN,2023-07-16 00:00:00,,
yikama,DMO,2023/062,2023-05-16,DMO DİYARBAKIR İRTİBAT BÜROSU,DİYARBAKIR İL SAĞLIK MÜDÜRLÜĞÜ ERGANİ ADSM, DİYARBAKIR,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-029,65 GÜN,2023-07-20 00:00:00,,
yikama,DMO,2023/063,2023-05-18,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,RİZE İL SAĞLIK MÜDÜRLÜĞÜ -RİZE ADSM,RİZE,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-030,60 GÜN,2023-07-17 00:00:00,,
yikama,DMO,2022/091,2023-07-06,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,BAŞAKŞEHİR AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,İSTANBUL,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON CİHAZI,290 LT,2023/05-031,65 GÜN,2023-09-09 00:00:00,,
yikama,ÖZEL,2023/064,2023-07-17,ÇELİK İNŞAAT EMLAK TAAHÜT TİC. LTD. ŞTİ,İNÖNÜ ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ HASTANESİ,MALATYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-032,65 GÜN,2023-08-31 00:00:00,,
yikama,ÖZEL,2023/065,2023-07-17,ÇELİK İNŞAAT EMLAK TAAHÜT TİC. LTD. ŞTİ,İNÖNÜ ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ HASTANESİ,MALATYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-033,65 GÜN,2023-09-01 00:00:00,,
yikama,YURTDIŞI,2023/066,2023-07-31,ROMANYA - NİCU,ROMANYA,ROMANYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-034,65 GÜN,2023-09-05 00:00:00,,
yikama,DMO,2023/067,2023-08-09,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ REKTÖRLÜĞÜ,TEKİRDAĞ,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-035,65 GÜN,2023-10-13 00:00:00,,
yikama,DMO,2023/078,2023-08-16,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY ÜNİVERSİTESİ,BURDUR,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-036,60 GÜN,2023-10-15 00:00:00,,
yikama,YURTDIŞI,2023/269,2023-08-31,IRAK,IRAK,IRAK,GY 150,150 LT TEZGAH ALTI YIKAMA DEZENFEKSİYON VE KURUTMA CİHAZI,150 LT,2023/05-037,60 GÜN,2023-08-04 00:00:00,,
yikama,2024 YILINA AKTARILDI,2023/270,2023-08-31,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,,GY 150,150 LT TEZGAH ALTI YIKAMA DEZENFEKSİYON VE KURUTMA CİHAZI,150 LT,2023/05-038,60 GÜN,2023-08-04 00:00:00,,
yikama,2024 YILINA AKTARILDI,2023/305,2023-11-15,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,AYDIN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-053,60 GÜN,2024-01-14 00:00:00,,
yikama,2024 YILINA AKTARILDI,2023/333,2023-10-05,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,KAYSERİ,GY 150,150 LT TEZGAH ALTI YIKAMA DEZENFEKSİYON VE KURUTMA CİHAZI,150 LT,2023/05-041,60 GÜN,2023-11-04 00:00:00,,
yikama,DMO,2023/079,2023-10-09,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,DÜZCE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,DÜZCE,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-042,60 GÜN,2023-12-08 00:00:00,,
yikama,DMO,2023/080,2023-10-16,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BARTIN İL SAĞLIK MÜDÜRLÜĞÜ -BARTIN DEVLET HASTANESİ,BARTIN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-043,65 GÜN,2023-12-20 00:00:00,,
yikama,DMO,2023/081,2023-10-18,DMO MERSİN İRTİBAT BÜROSU,NİĞDE BOR DEVLET HASTANESİ,NİĞDE,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-044,65 GÜN,2023-12-22 00:00:00,,
yikama,YURTDIŞI,2023/272,2023-10-19,AZERBAYCAN,AZERBAYCAN,AZERBAYCAN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-045,60 GÜN,09.11.203,,
yikama,DMO,2023/302,2023-10-19,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,AYDIN NAZİLLİ AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,AYDIN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-048,65 GÜN,2023-12-23 00:00:00,,
yikama,DMO,2023/072,2023-04-14,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BARTIN İL SAĞLIK MÜDÜRLÜĞÜ -BARTIN DEVLET HASTANESİ,BARTIN,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-047,65 GÜN,2023-06-18 00:00:00,,
yikama,DMO,2023/273,2023-10-24,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR DEVLET HASTANESİ,BALIKESİR,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-046,65 GÜN,2023-12-28 00:00:00,,
yikama,YURTDIŞI,2023/303,2023-09-15,AZERBAYCAN,AZERBAYCAN,AZERBAYCAN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-049,60 GÜN,2023-12-10 00:00:00,,
yikama,YURTDIŞI,2023/304,2023-09-15,AZERBAYCAN,AZERBAYCAN,AZERBAYCAN,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-050,60 GÜN,2023-12-10 00:00:00,,
yikama,DMO,2023/082,2023-10-27,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL GÖZTEPE PROF DR. SÜLEYMAN YALÇIN ŞEHİR HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-051,60 GÜN,2023-12-26 00:00:00,,
yikama,ÖZEL,2023/358,2023-10-30,ÖZEL KARATAŞ HASTANESİ,ÖZEL KARATAŞ HASTANESİ,İZMİR,GY 150,150 LT TEZGAH ALTI YIKAMA DEZENFEKSİYON VE KURUTMA CİHAZI,150 LT,2023/05-052,60 GÜN,2023-11-19 00:00:00,,
yikama,DMO,2023/068,2023-09-28,DMO DİYARBAKIR İRTİBAT BÜROSU,BATMAN ÜNİVERSİTESİ REKTÖRLÜĞÜ (DİŞ HEKİMLİĞİ FAKÜLTESİ),BATMAN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2023/05-040,65 GÜN,2023-12-02 00:00:00,,
yikama,DMO,2023/083,2023-10-13,DMO MERSİN İRTİBAT BÜROSU,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ EĞİTİM VE ARAŞTIRMA HASTANESİ,NİĞDE,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-054,65 GÜN,2023-12-17 00:00:00,,
yikama,ÖZEL,2023/084,2023-12-25,MLP SAĞLIK HİZMETLERİ A.Ş. (ÇANAKKALE MP ŞUBESİ),ÇANAKKALE MEDİKALPARK HASTANESİ,ÇANAKKALE,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2023/05-056,,2024-01-05 00:00:00,,
yikama,İHALE,2023/087,2023-12-26,MSB.SHH.İKM.VE BKM.MRK.BŞK.LIĞI,YENİ GİRNE ASKER HASTANESİ,KIBRIS,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-008,90 GÜN,2024-03-25,,
yikama,İHALE,2023/086,2023-12-26,MSB.SHH.İKM.VE BKM.MRK.BŞK.LIĞI,YENİ GİRNE ASKER HASTANESİ,KIBRIS,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-002,90 GÜN,2024-03-25,,
yikama,YURTDIŞI,2024/229,2024-02-08,CEZAYİR,CEZAYİR,CEZAYİR,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-116,65 GÜN,,,
yikama,DMO,2023/089,2024-02-16,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BURSA İL SAĞLIK MÜDÜRLÜĞÜ (AOS ONKOLOJİ HASTANESİ),BURSA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-009,65 GÜN,2024-04-21,,
yikama,DMO,2023/088,2024-02-16,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BURSA İL SAĞLIK MÜDÜRLÜĞÜ (AOS ONKOLOJİ HASTANESİ),BURSA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-010,65 GÜN,2024-04-21,,
yikama,DMO,2023/090,2024-02-16,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BURSA İL SAĞLIK MÜDÜRLÜĞÜ (AOS ONKOLOJİ HASTANESİ),BURSA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-011,65 GÜN,2024-04-21,,
yikama,DMO,2023/091,2024-05-08,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BURSA İL SAĞLIK MÜDÜRLÜĞÜ (AOS ONKOLOJİ HASTANESİ),BURSA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-012,65 GÜN,2024-07-12,,
yikama,YURTDIŞI,2023/308,2024-01-17,KHOZREVANIDZE'S CLINIC LTD,GÜRCİSTAN,GÜRCİSTAN,GY 290 O,290 LT ÇİFT KAPILI TIKAMA DEZENFEKSİYON VE KURUTMA CİHAZI,290 LT,2024/05-006,65 GÜN,2024-02-15,,
yikama,YURTDIŞI,2023/309,2024-02-05,"MME, LLC",UKRAYNA,UKRAYNA,GY 290 O,290 LT ÇİFT KAPILI TIKAMA DEZENFEKSİYON VE KURUTMA CİHAZI,290 LT,2024/05-007,65 GÜN,2024-03-15,,
yikama,DMO,2023/310,2024-02-21,DMO DİYARBAKIR İRTİBAT BÜROSU,DİYARBAKIR GAZİ YAŞARGİL EĞİTİM VE ARAŞTIRMA HASTANESİ,DİYARBAKIR,TSY 290 O,290 LT ÇİFT KAPILI TIKAMA DEZENFEKSİYON VE KURUTMA CİHAZI,290 LT,2024/05-013,60  GÜN,2024-04-21,,
yikama,ÖZEL,2024/122,2024-01-04,BAHÇEŞEHİR ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,BAHÇEŞEHİR ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,İSTANBUL,GY 150,150 LT TEZGAHALTI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,150 LT,2024/05-003,15 GÜN,2024-01-19,,
yikama,ÖZEL,2023/286,2024-03-09,NURSA İNŞAAT  ELEKTRONİK TİC. SAN. LTD. ŞTİ.,AKSARAY AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,AKSARAY,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-027,65 GÜN,2024-04-30,,
yikama,ÖZEL,2023/287,2024-03-09,NURSA İNŞAAT  ELEKTRONİK TİC. SAN. LTD. ŞTİ.,AKSARAY AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,AKSARAY,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-029,65 GÜN,2024-04-30,,
yikama,DMO,2023/284,2024-03-15,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA MARMARİS DEVLET HASTANESİ,MUĞLA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-021,65 GÜN,2024-05-19,,
yikama,DMO,2023/285,2024-03-15,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA MARMARİS DEVLET HASTANESİ,MUĞLA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-022,65 GÜN,2024-05-19,,
yikama,DMO,2023/288,2024-04-01,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ EVLİYA ÇELEBİ EĞİTİM VE ARAŞTIRMA HASTANESİ,KÜTAHYA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-033,65 GÜN,2024-06-05,,
yikama,DMO,2023/289,2024-05-08,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ EVLİYA ÇELEBİ EĞİTİM VE ARAŞTIRMA HASTANESİ,KÜTAHYA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-034,65 GÜN,2024-07-12,,
yikama,DMO,2023/290,2024-06-07,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,ÇANAKKALE,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-041,65 GÜN,2024-08-11,,
yikama,DMO,2023/291,2024-07-02,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,ÇANAKKALE,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-042,60 GÜN,2024-08-31,,
yikama,DMO,2023/292,2024-08-27,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA ETİMESGUT AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-043,60 GÜN,2024-10-26,,
yikama,DMO,2023/293,2024-08-27,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA ONKOLOJİ HASTANESİ,ANKARA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-044,65 GÜN,2024-10-31,,
yikama,DMO,2023/294,2024-08-07,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,KÜTAHYA SAĞLIK BİLİMLERİ ÜN.STJ GELİŞ.D.B.LIĞI,KÜTAHYA,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-045,65 GÜN,2024-10-11,,
yikama,DMO,2023/295,2024-08-21,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL SAĞLIK BİL.ÜNV.ŞİŞLİ HAMİDİYE ETFAL EAH.,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-046,65 GÜN,2024-10-25,,
yikama,DMO,2023/296,2024-07-02,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ SAĞLIK UYGULAMA VE ARAŞTIRMA HASTANESİ,ÇANAKKALE,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-048,65 GÜN,2024-10-31,,
yikama,DMO,2023/297,2024-08-29,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,ZONGULDAK KARADENİZ EREĞLİ ADSM,ZOLGULDAK,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-049,60 GÜN,2024-10-28,,
yikama,DMO,2023/298,2024-09-02,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL GÖZTEPE PROF. DR. SÜLEYMAN YALÇIN ŞEHİR HASTANESİ,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-050,65 GÜN,2024-11-06,,
yikama,DMO,2023/299,2024-09-10,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL GÖZTEPE PROF. DR. SÜLEYMAN YALÇIN ŞEHİR HASTANESİ,,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-052,65 GÜN,2024-11-14,,
yikama,DMO,2023/300,2024-09-11,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL SAĞLIK BİL.ÜNV.ŞİŞLİ HAMİDİYE ETFAL EAH.,İSTANBUL,TSY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-053,65 GÜN,2024-11-15,,
yikama,ÖZEL,2024/245,2024-09-17,LİV DİŞ HASTANESİ,LİV DİŞ HASTANESİ,ANKARA,GY 360,360 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,360 LT,2024/05-117,65 GÜN,2024-09-27,,
yikama,DMO,2023/311,2024-02-26,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,ANKARA GÖLBAŞI ÜLKÜ ULUSOY AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-014,65 GÜN,2024-05-01,,
yikama,DMO,2023/312,2024-02-27,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,ADIYAMAN EĞİTİM VE ARAŞTIRMA HASTANESİ,ADIYAMAN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-015,65 GÜN,2024-05-02,,
yikama,DMO,2023/313,2023-09-15,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,ANTALYA İL SAĞLIK MÜDÜRLÜĞÜ,ANTALYA,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-016,65 GÜN,2023-11-19,,
yikama,YURTDIŞI,2023/314,2024-03-06,NİCU-ROMANYA,ROMANYA,ROMANYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-017,65 GÜN,2024-04-15,,
yikama,YURTDIŞI,2023/315,2024-03-06,NİCU-ROMANYA,ROMANYA,ROMANYA,GY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-018,65 GÜN,2024-04-15,,
yikama,YURTDIŞI,2023/316,2024-03-06,NİCU-ROMANYA,ROMANYA,ROMANYA,GY 290 O,290 LT TEK KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-019,65 GÜN,2024-03-25,,
yikama,DMO,2023/317,2024-03-09,DMO DİYARBAKIR İRTİBAT BÜROSU,MARDİN İL SAĞLIK MÜDÜRLÜĞÜ - KIZILTEPE DEVLET HASTANESİ,MARDİN,TSY 290 O,290 LT ÇİFT KAPILI YIKAMA DEZENFEKSİYON KURUTMA CİHAZI,290 LT,2024/05-020,65 GÜN,2024-05-13,,
