kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparis_durumu,irsaliye_tarihi
AMELIYAT MASASI,ÖZEL,2023/162,4/26/2023,ÖZEL YÜZÜNCÜYIL HASTANESİ,ÖZEL YÜZÜNCÜYIL HASTANESİ,ANKARA,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-009,,4/26/2023,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/163,4/26/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/164,4/26/2023,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 4 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/173,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-011,70 GÜN,7/11/2023,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/174,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),2024 YILINA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-012,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/175,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-013,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/176,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-014,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/177,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-015,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/178,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-016,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/179,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-017,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/180,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-018,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/181,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-019,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/182,5/8/2023,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-021,65 GÜN,7/12/2023,,
AMELIYAT MASASI,DMO,2023/183,5/8/2023,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-022,65 GÜN,7/12/2023,,
AMELIYAT MASASI,DMO,2023/213,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-023,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/214,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-024,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/215,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-025,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/216,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-026,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/217,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-027,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/218,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-028,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/219,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-029,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/220,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-030,70 GÜN,8/25/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/238,7/4/2023,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-031,,7/12/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/239,7/4/2023,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,BİRLEŞİK ARAP EMİRLİKLERİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-032,,7/12/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/244,7/18/2023,PAKİSTAN,PAKİSTAN,PAKİSTAN,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-035,,8/17/2023,,
AMELIYAT MASASI,ÖZEL,2023/245,7/19/2023,BAYPARK HASTANESİ,BAYPARK HASTANESİ,İSTANBUL,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-036,,8/17/2023,,
AMELIYAT MASASI,DMO,2023/246,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-040,70 GÜN,12/19/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/247,8/31/2023,IRAK,IRAK,IRAK,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-037,,9/4/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/248,6/13/2023,BRONCAMED SARL,CASABLANCA MOROCCO,CASABLANCA FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2023/02-033,30 GÜN,7/13/2023,,
AMELIYAT MASASI,YURTDIŞI,2023/253,6/13/2023,BRONCAMED SARL,CASABLANCA MOROCCO,CASABLANCA FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2023/02-034,30 GÜN,7/13/2023,,
AMELIYAT MASASI,DMO,2023/274,10/9/2023,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SİVAS CUMHURİYET ÜNİVERSİTESİ REKTÖRLÜĞÜ UYGULAMA VE ARAŞTIRMA HASTANESİ,SİVAS,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-039,60 GÜN,12/8/2023,,
AMELIYAT MASASI,DMO,2023/275,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-041,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/276,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-042,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/277,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-043,70 GÜN,12/19/2023,,
AMELIYAT MASASI,ÖZEL,2023/278,9/15/2023,ÖZEL FLORYA HASTANESİ,ÖZEL FLORYA HASTANESİ,İSTANBUL,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-038,,9/20/2023,,
AMELIYAT MASASI,DMO,2023/279,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-044,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/280,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-045,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/281,10/10/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-046,70 GÜN,12/19/2023,,
AMELIYAT MASASI,DMO,2023/282,11/15/2023,DMO ELEZIĞ BÖLGE MÜDÜRLÜĞÜ,SİVAS CUMHURİYET ÜNİVERSİTESİ REKTÖRLÜĞÜ UYGULAMA VE ARAŞTIRMA HASTANESİ,SİVAS,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-048,60 GÜN,1/14/2024,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/283,9/12/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,HİBE,2023/335,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),SİVAS DEVLET HASTANESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-049,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/336,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-050,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/337,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-051,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/338,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-052,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/339,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-053,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/340,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-054,70 GÜN,2/14/2024,,
AMELIYAT MASASI,DMO,2023/341,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-055,70 GÜN,2/14/2024,,
AMELIYAT MASASI,HİBE,2023/342,12/6/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),SİVAS DEVLET HASTANESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-056,70 GÜN,2/14/2024,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/343,10/11/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/344,10/11/2023,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/345,10/11/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,DMO,2023/388,11/6/2023,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,GİRESUN ÜNİVERSİTESİ PROF.DR.A.İLHAN ÖZDEMİR EĞİTİM VE ARAŞTIRMA HASTANESİ,,ERM 2000 F,AMELİYAT MASASI,,2023/02-047,60 GÜN,1/5/2024,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/389,11/7/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/390,11/7/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/391,11/7/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/392,11/7/2023,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/393,11/7/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/394,11/7/2023,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/395,11/7/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,GOLDBERG 5 S,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/427,11/28/2023,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,ERM 2000 F,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/428,11/28/2023,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,2024 YILANA AKTARILDI,ERM 2000 F,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/429,11/28/2023,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,ERM 2000 F,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,2024 YILINA AKTARILDI,2023/430,11/28/2023,2024 YILINA AKTARILDI,2024 YILINA AKTARILDI,2024 YILANA AKTARILDI,ERM 2000 F,AMELİYAT MASASI,,,,,,
AMELIYAT MASASI,ÖZEL,2022/462,1/16/2023,BAYPARK HASTANESİ,BAYPARK HASTANESİ,İSTANBUL,GOLDBERG 5S  - OBEZ UYUMLU,AMELİYAT MASASI,,2023/02-001,65 GÜN,2/6/2023,,
AMELIYAT MASASI,YURTDIŞI,2022/502,1/18/2023,BRONCAMED,CASABLANCA FAS,FAS,GOLDBERG 3 S,AMELİYAT MASASI,,2023/02-002,66 GÜN,1/31/2023,,
AMELIYAT MASASI,DMO,2022/504,3/28/2023,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,BURDUR,ERM 2000 F,AMELİYAT MASASI,,2023/02-004,65 GÜN,6/1/2023,,
AMELIYAT MASASI,DMO,2022/505,3/28/2023,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,MEHMET AKİF ERSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,BURDUR,ERM 2000 F,AMELİYAT MASASI,,2023/02-005,65 GÜN,6/1/2023,,
AMELIYAT MASASI,DMO,2022/506,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,KONYA YUNAK HACI İZZET BAYSAL İLÇE DEVLET HASTANESİ,KONYA,ERM 2000 F,AMELİYAT MASASI,,2023/02-010,60 GÜN,7/1/2023,,
AMELIYAT MASASI,DMO,2022/507,5/8/2023,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-020,65 GÜN,7/12/2023,,
AMELIYAT MASASI,DMO,2023/101,3/31/2023,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-006,70 GÜN,6/4/2023,,
AMELIYAT MASASI,ÖZEL,2023/132,2/16/2023,ALYANS MEDİKAL,AZERBAYCAN,AZERBAYCAN,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-003,70 GÜN,2/28/2023,,
AMELIYAT MASASI,DMO,2023/140,3/31/2023,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-007,70 GÜN,6/4/2023,,
AMELIYAT MASASI,DMO,2023/141,3/31/2023,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,TRAKYA ÜNİVERSİTESİ,EDİRNE,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-008,70 GÜN,6/4/2023,,
AMELIYAT MASASI,ÖZEL,2023/162,4/26/2023,ÖZEL YÜZÜNCÜYIL HASTANESİ,ÖZEL YÜZÜNCÜYIL HASTANESİ,ANKARA,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-009,70 GÜN,4/26/2023,,
AMELIYAT MASASI,DMO,2023/175,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-013,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/176,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-014,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/177,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-015,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/178,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-016,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/179,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-017,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/180,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-018,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/181,5/2/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-019,70 GÜN,7/11/2023,,
AMELIYAT MASASI,DMO,2023/182,5/8/2023,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-021,65 GÜN,7/12/2023,,
AMELIYAT MASASI,DMO,2023/183,5/8/2023,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,,2023/02-022,65 GÜN,7/12/2023,,
AMELIYAT MASASI,DMO,2023/213,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-023,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/214,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-024,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/215,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-025,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/216,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-026,70 GÜN,8/25/2023,,
AMELIYAT MASASI,DMO,2023/217,6/16/2023,DMO 1 NOLU OPERASYONEL SÜREÇLER DAİRE BAŞKANLIĞI,SB KAMU HASTANELERİ GENEL MÜDÜRLÜĞÜ (DEPREM BÖLGESİ),HATAY DEPREM BÖLGESİ,GOLDBERG 5 S,AMELİYAT MASASI,,2023/02-027,70 GÜN,8/25/2023,,
